seqnames	start	end	width	strand	promoterId	geneId	internalPromoter
chr1	168232719	168232719	1	-	prmtr.70417	ENSG00000206880.1	NA
chr6	17619764	17619764	1	+	prmtr.70418	ENSG00000206881.1	NA
chr2	22561875	22561875	1	-	prmtr.70419	ENSG00000206882.1	NA
chr2	232320647	232320647	1	-	prmtr.70420	ENSG00000206885.1	NA
chr6	82473741	82473741	1	+	prmtr.70421	ENSG00000206886.1	NA
chr1	224493082	224493082	1	+	prmtr.70422	ENSG00000206887.1	NA
chr1	27651710	27651710	1	+	prmtr.70423	ENSG00000206888.1	NA
chr3	117263052	117263052	1	+	prmtr.70424	ENSG00000206889.1	NA
chr3	77860995	77860995	1	-	prmtr.70425	ENSG00000206891.1	NA
chr3	196511957	196511957	1	-	prmtr.70426	ENSG00000206892.1	NA
chr7	4850920	4850920	1	-	prmtr.70427	ENSG00000206895.1	NA
chrX	42033638	42033638	1	-	prmtr.70428	ENSG00000206896.1	NA
chr12	124101255	124101255	1	+	prmtr.70429	ENSG00000206897.1	NA
chr2	10436306	10436306	1	-	prmtr.70430	ENSG00000206898.1	NA
chr12	98115494	98115494	1	+	prmtr.70431	ENSG00000206899.1	NA
chrX	131714251	131714251	1	-	prmtr.70432	ENSG00000206900.1	NA
chr2	140268994	140268994	1	+	prmtr.70433	ENSG00000206901.1	NA
chr3	53324658	53324658	1	+	prmtr.70434	ENSG00000206902.1	NA
chr15	65577929	65577929	1	-	prmtr.70435	ENSG00000206903.1	NA
chr1	180488255	180488255	1	-	prmtr.70436	ENSG00000206905.1	NA
chr14	19119515	19119515	1	+	prmtr.70437	ENSG00000206906.1	NA
chr9	114602108	114602108	1	+	prmtr.70438	ENSG00000206907.1	NA
chr6	53084059	53084059	1	+	prmtr.70439	ENSG00000206908.1	NA
chr5	170793122	170793122	1	+	prmtr.70440	ENSG00000206909.1	NA
chr6	160206765	160206765	1	-	prmtr.70441	ENSG00000206910.1	NA
chr11	93560788	93560788	1	+	prmtr.70442	ENSG00000206911.1	NA
chr5	23299264	23299264	1	+	prmtr.70443	ENSG00000206912.1	NA
chr11	73963597	73963597	1	-	prmtr.70444	ENSG00000206913.1	NA
chr12	123252646	123252646	1	+	prmtr.70445	ENSG00000206914.1	NA
chr2	49461038	49461038	1	-	prmtr.70446	ENSG00000206915.1	NA
chr17	56755098	56755098	1	-	prmtr.70447	ENSG00000206917.1	NA
chr3	57498177	57498177	1	+	prmtr.70448	ENSG00000206918.1	NA
chr13	52160668	52160668	1	-	prmtr.70449	ENSG00000206920.1	NA
chr1	161371079	161371079	1	+	prmtr.70450	ENSG00000206921.1	NA
chr13	73280261	73280261	1	-	prmtr.70451	ENSG00000206922.1	NA
chr9	113665617	113665617	1	+	prmtr.70452	ENSG00000206923.1	NA
chr14	75487464	75487464	1	+	prmtr.70453	ENSG00000206924.1	NA
chr19	40848236	40848236	1	+	prmtr.70454	ENSG00000206925.1	NA
chr3	15474723	15474723	1	-	prmtr.70455	ENSG00000206926.1	NA
chr16	18491794	18491794	1	+	prmtr.70456	ENSG00000206927.1	NA
chr12	101840603	101840603	1	+	prmtr.70457	ENSG00000206929.1	NA
chr1	150674342	150674342	1	+	prmtr.70458	ENSG00000206931.1	NA
chr3	180949525	180949525	1	+	prmtr.70459	ENSG00000206932.1	NA
chr1	23489197	23489197	1	+	prmtr.70460	ENSG00000206935.1	NA
chrX	48939686	48939686	1	+	prmtr.70461	ENSG00000206936.1	NA
chr2	61644513	61644513	1	-	prmtr.70462	ENSG00000206937.1	NA
chr7	156664772	156664772	1	+	prmtr.70463	ENSG00000206938.1	NA
chr3	70857501	70857501	1	+	prmtr.70464	ENSG00000206939.1	NA
chr11	75111435	75111435	1	+	prmtr.70465	ENSG00000206941.1	NA
chr18	45696261	45696261	1	-	prmtr.70466	ENSG00000206944.1	NA
chr9	66712734	66712734	1	-	prmtr.70467	ENSG00000206946.1	NA
chr7	39368733	39368733	1	-	prmtr.70468	ENSG00000206947.1	NA
chrX	153996803	153996803	1	+	prmtr.70469	ENSG00000206948.1	NA
chr8	67413546	67413546	1	-	prmtr.70470	ENSG00000206949.1	NA
chr8	14190064	14190064	1	+	prmtr.70471	ENSG00000206950.1	NA
chr2	33170518	33170518	1	-	prmtr.70472	ENSG00000206951.1	NA
chr16	58593835	58593835	1	-	prmtr.70473	ENSG00000206952.2	NA
chr17	46166146	46166146	1	-	prmtr.70474	ENSG00000206954.1	NA
chr15	44989628	44989628	1	-	prmtr.70475	ENSG00000206957.2	NA
chr5	87678589	87678589	1	+	prmtr.70476	ENSG00000206958.1	NA
chr20	52161154	52161154	1	+	prmtr.70477	ENSG00000206959.1	NA
chr6	14646766	14646766	1	+	prmtr.70478	ENSG00000206960.1	NA
chr2	170584382	170584382	1	+	prmtr.70479	ENSG00000206961.1	NA
chr13	42479254	42479254	1	+	prmtr.70480	ENSG00000206962.1	NA
chr2	127460518	127460518	1	-	prmtr.70481	ENSG00000206963.1	NA
chr2	55513154	55513154	1	+	prmtr.70482	ENSG00000206964.1	NA
chr2	175422800	175422800	1	-	prmtr.70483	ENSG00000206965.1	NA
chr11	108100331	108100331	1	-	prmtr.70484	ENSG00000206967.1	NA
chr1	148767102	148767102	1	-	prmtr.70485	ENSG00000206968.1	NA
chr14	103332193	103332193	1	+	prmtr.70486	ENSG00000206969.1	NA
chr2	204646760	204646760	1	+	prmtr.70487	ENSG00000206970.1	NA
chr15	30546711	30546711	1	-	prmtr.70488	ENSG00000206972.1	NA
chr2	61832751	61832751	1	+	prmtr.70489	ENSG00000206973.1	NA
chr6	108613970	108613970	1	+	prmtr.70490	ENSG00000206974.1	NA
chr8	57829643	57829643	1	+	prmtr.70491	ENSG00000206975.1	NA
chr11	3943797	3943797	1	+	prmtr.70492	ENSG00000206976.1	NA
chr6	41800592	41800592	1	+	prmtr.70493	ENSG00000206977.1	NA
chr4	159985550	159985550	1	-	prmtr.70494	ENSG00000206978.1	NA
chrX	135961430	135961430	1	-	prmtr.70495	ENSG00000206979.1	NA
chr1	151720176	151720176	1	-	prmtr.70496	ENSG00000206980.1	NA
chr1	31970525	31970525	1	-	prmtr.70497	ENSG00000206981.1	NA
chr6	128905535	128905535	1	+	prmtr.70498	ENSG00000206982.1	NA
chrX	37729362	37729362	1	+	prmtr.70499	ENSG00000206983.1	NA
chr2	39309730	39309730	1	+	prmtr.70500	ENSG00000206985.1	NA
chr15	32718621	32718621	1	-	prmtr.70501	ENSG00000206987.1	NA
chr5	137896799	137896799	1	-	prmtr.70502	ENSG00000206989.1	NA
chr1	165631924	165631924	1	-	prmtr.70503	ENSG00000206990.1	NA
chr15	43929936	43929936	1	-	prmtr.70504	ENSG00000206991.1	NA
chr12	52381441	52381441	1	+	prmtr.70505	ENSG00000206992.1	NA
chr15	52454948	52454948	1	+	prmtr.70506	ENSG00000206995.1	NA
chr8	12901859	12901859	1	+	prmtr.70507	ENSG00000206996.1	NA
chr5	95545931	95545931	1	-	prmtr.70508	ENSG00000206997.1	NA
chr20	42079900	42079900	1	-	prmtr.70509	ENSG00000206998.1	NA
chr1	75648730	75648730	1	+	prmtr.70510	ENSG00000206999.1	NA
chr9	71550895	71550895	1	-	prmtr.70511	ENSG00000207000.1	NA
chr15	25299357	25299357	1	+	prmtr.70512	ENSG00000207001.1	NA
chr3	123532924	123532924	1	+	prmtr.70513	ENSG00000207002.1	NA
chr19	45550716	45550716	1	+	prmtr.70514	ENSG00000207003.1	NA
chr14	52190821	52190821	1	+	prmtr.70515	ENSG00000207004.1	NA
chr1	17222475	17222475	1	+	prmtr.70516	ENSG00000207005.1	NA
chr4	71717847	71717847	1	+	prmtr.70517	ENSG00000207007.1	NA
chr11	2985123	2985123	1	-	prmtr.70518	ENSG00000207008.1	NA
chr4	1685256	1685256	1	-	prmtr.70519	ENSG00000207009.1	NA
chr12	12442263	12442263	1	-	prmtr.70520	ENSG00000207010.1	NA
chr17	28386165	28386165	1	-	prmtr.70521	ENSG00000207011.1	NA
chr13	86158988	86158988	1	-	prmtr.70522	ENSG00000207012.1	NA
chr5	85959067	85959067	1	-	prmtr.70523	ENSG00000207013.1	NA
chr15	25302007	25302007	1	+	prmtr.70524	ENSG00000207014.1	NA
chr2	69747306	69747306	1	-	prmtr.70525	ENSG00000207016.1	NA
chr18	28925430	28925430	1	-	prmtr.70526	ENSG00000207019.1	NA
chr5	138934586	138934586	1	-	prmtr.70527	ENSG00000207020.1	NA
chr17	79540516	79540516	1	+	prmtr.70528	ENSG00000207021.1	NA
chr1	93311616	93311616	1	+	prmtr.70529	ENSG00000207022.1	NA
chr6	74173796	74173796	1	+	prmtr.70530	ENSG00000207023.1	NA
chr11	64063509	64063509	1	+	prmtr.70531	ENSG00000207024.1	NA
chrX	18414215	18414215	1	-	prmtr.70532	ENSG00000207025.1	NA
chr12	34076415	34076415	1	-	prmtr.70533	ENSG00000207026.1	NA
chr8	23663890	23663890	1	-	prmtr.70534	ENSG00000207027.1	NA
chr10	104351281	104351281	1	+	prmtr.70535	ENSG00000207029.1	NA
chr12	57038885	57038885	1	-	prmtr.70536	ENSG00000207031.1	NA
chr9	34390049	34390049	1	-	prmtr.70537	ENSG00000207032.1	NA
chrX	115532113	115532113	1	-	prmtr.70538	ENSG00000207033.1	NA
chr18	2778939	2778939	1	+	prmtr.70539	ENSG00000207034.1	NA
chr8	71269582	71269582	1	+	prmtr.70540	ENSG00000207036.1	NA
chr15	85481753	85481753	1	-	prmtr.70541	ENSG00000207037.1	NA
chr1	153758297	153758297	1	-	prmtr.70542	ENSG00000207039.1	NA
chrX	140212321	140212321	1	-	prmtr.70543	ENSG00000207041.1	NA
chr16	21653615	21653615	1	+	prmtr.70544	ENSG00000207042.1	NA
chr6	112517748	112517748	1	-	prmtr.70545	ENSG00000207044.1	NA
chr7	95959950	95959950	1	+	prmtr.70546	ENSG00000207045.1	NA
chr14	37903778	37903778	1	-	prmtr.70547	ENSG00000207046.1	NA
chr2	207026602	207026602	1	+	prmtr.70548	ENSG00000207047.2	NA
chr2	237061816	237061816	1	-	prmtr.70549	ENSG00000207049.1	NA
chr13	27829538	27829538	1	+	prmtr.70550	ENSG00000207051.1	NA
chr5	32309768	32309768	1	+	prmtr.70551	ENSG00000207052.1	NA
chr20	34516597	34516597	1	-	prmtr.70552	ENSG00000207053.1	NA
chr1	7279420	7279420	1	+	prmtr.70553	ENSG00000207056.1	NA
chr4	71568840	71568840	1	-	prmtr.70554	ENSG00000207058.1	NA
chr5	50351293	50351293	1	-	prmtr.70555	ENSG00000207060.1	NA
chr7	155978917	155978917	1	-	prmtr.70556	ENSG00000207061.1	NA
chr7	64530916	64530916	1	+	prmtr.70557	ENSG00000207062.1	NA
chr15	25296624	25296624	1	+	prmtr.70558	ENSG00000207063.1	NA
chr4	82255457	82255457	1	+	prmtr.70559	ENSG00000207065.1	NA
chr8	99054445	99054445	1	-	prmtr.70560	ENSG00000207067.1	NA
chr10	107294417	107294417	1	+	prmtr.70561	ENSG00000207068.1	NA
chr2	25231815	25231815	1	-	prmtr.70562	ENSG00000207069.1	NA
chr10	45684344	45684344	1	-	prmtr.70563	ENSG00000207071.1	NA
chr18	66526171	66526171	1	+	prmtr.70564	ENSG00000207072.1	NA
chr19	50069929	50069929	1	+	prmtr.70565	ENSG00000207073.1	NA
chr4	37701624	37701624	1	-	prmtr.70566	ENSG00000207075.1	NA
chr6	43441924	43441924	1	+	prmtr.70567	ENSG00000207076.1	NA
chr5	99489376	99489376	1	+	prmtr.70568	ENSG00000207077.1	NA
chr1	184284792	184284792	1	+	prmtr.70569	ENSG00000207080.2	NA
chrX	134052446	134052446	1	-	prmtr.70570	ENSG00000207081.1	NA
chr1	164608802	164608802	1	+	prmtr.70571	ENSG00000207082.1	NA
chr16	69209680	69209680	1	-	prmtr.70572	ENSG00000207083.1	NA
chr3	160414717	160414717	1	+	prmtr.70573	ENSG00000207084.1	NA
chr2	9755396	9755396	1	+	prmtr.70574	ENSG00000207086.1	NA
chr2	43318632	43318632	1	-	prmtr.70575	ENSG00000207087.1	NA
chr3	129116191	129116191	1	-	prmtr.70576	ENSG00000207088.1	NA
chr14	69202745	69202745	1	-	prmtr.70577	ENSG00000207089.1	NA
chr7	120835111	120835111	1	-	prmtr.70578	ENSG00000207090.1	NA
chr15	34606929	34606929	1	+	prmtr.70579	ENSG00000207091.1	NA
chr18	9250108	9250108	1	+	prmtr.70580	ENSG00000207092.1	NA
chr15	25315579	25315579	1	+	prmtr.70581	ENSG00000207093.1	NA
chr7	88078546	88078546	1	-	prmtr.70582	ENSG00000207094.1	NA
chr1	28020242	28020242	1	+	prmtr.70583	ENSG00000207095.1	NA
chr21	14419904	14419904	1	+	prmtr.70584	ENSG00000207097.1	NA
chr21	34214305	34214305	1	-	prmtr.70585	ENSG00000207098.1	NA
chr12	65489529	65489529	1	+	prmtr.70586	ENSG00000207099.1	NA
chrX	132286782	132286782	1	+	prmtr.70587	ENSG00000207100.1	NA
chr8	41660867	41660867	1	+	prmtr.70588	ENSG00000207101.1	NA
chrX	54369979	54369979	1	+	prmtr.70589	ENSG00000207104.1	NA
chr15	49288219	49288219	1	-	prmtr.70590	ENSG00000207105.1	NA
chr1	144311376	144311376	1	-	prmtr.70591	ENSG00000207106.1	NA
chr1	185599660	185599660	1	-	prmtr.70592	ENSG00000207108.1	NA
chr3	53367155	53367155	1	-	prmtr.70593	ENSG00000207109.1	NA
chr8	129011377	129011377	1	+	prmtr.70594	ENSG00000207110.1	NA
chr11	93463812	93463812	1	-	prmtr.70595	ENSG00000207112.1	NA
chr11	88346079	88346079	1	-	prmtr.70596	ENSG00000207113.1	NA
chr3	171222140	171222140	1	-	prmtr.70597	ENSG00000207114.1	NA
chr7	95970452	95970452	1	+	prmtr.70598	ENSG00000207115.1	NA
chr2	201694732	201694732	1	+	prmtr.70599	ENSG00000207116.1	NA
chr2	160392857	160392857	1	-	prmtr.70600	ENSG00000207117.1	NA
chr11	122929703	122929703	1	-	prmtr.70601	ENSG00000207118.1	NA
chr15	69750488	69750488	1	-	prmtr.70602	ENSG00000207119.1	NA
chr4	150855528	150855528	1	+	prmtr.70603	ENSG00000207121.1	NA
chrX	38940538	38940538	1	-	prmtr.70604	ENSG00000207122.1	NA
chr17	60199681	60199681	1	+	prmtr.70605	ENSG00000207123.1	NA
chr10	4557144	4557144	1	+	prmtr.70606	ENSG00000207124.1	NA
chr17	47494212	47494212	1	-	prmtr.70607	ENSG00000207127.1	NA
chr8	10333733	10333733	1	+	prmtr.70608	ENSG00000207128.1	NA
chr5	87570193	87570193	1	-	prmtr.70609	ENSG00000207129.1	NA
chr3	128433548	128433548	1	-	prmtr.70610	ENSG00000207130.1	NA
chr6	88536003	88536003	1	-	prmtr.70611	ENSG00000207131.1	NA
chr17	28671622	28671622	1	-	prmtr.70612	ENSG00000207132.1	NA
chr15	25312935	25312935	1	+	prmtr.70613	ENSG00000207133.1	NA
chr1	155328609	155328609	1	-	prmtr.70614	ENSG00000207134.1	NA
chr10	27624536	27624536	1	-	prmtr.70615	ENSG00000207135.1	NA
chr12	51027056	51027056	1	+	prmtr.70616	ENSG00000207136.1	NA
chr15	25324205	25324205	1	+	prmtr.70617	ENSG00000207137.1	NA
chr8	127517008	127517008	1	+	prmtr.70618	ENSG00000207138.1	NA
chr1	197654870	197654870	1	-	prmtr.70619	ENSG00000207139.1	NA
chr14	24821363	24821363	1	-	prmtr.70620	ENSG00000207141.1	NA
chr12	42848522	42848522	1	+	prmtr.70621	ENSG00000207142.1	NA
chr1	155389188	155389188	1	+	prmtr.70622	ENSG00000207144.1	NA
chr11	93466763	93466763	1	-	prmtr.70623	ENSG00000207145.1	NA
chrX	107920287	107920287	1	-	prmtr.70624	ENSG00000207146.1	NA
chr21	41885071	41885071	1	+	prmtr.70625	ENSG00000207147.1	NA
chr4	122250325	122250325	1	-	prmtr.70626	ENSG00000207148.1	NA
chr1	120669562	120669562	1	+	prmtr.70627	ENSG00000207149.1	NA
chr15	88017520	88017520	1	-	prmtr.70628	ENSG00000207150.1	NA
chrX	11134313	11134313	1	-	prmtr.70629	ENSG00000207151.1	NA
chr11	60752639	60752639	1	-	prmtr.70630	ENSG00000207153.1	NA
chr18	48810266	48810266	1	-	prmtr.70631	ENSG00000207154.1	NA
chr4	141622096	141622096	1	-	prmtr.70632	ENSG00000207155.1	NA
chr3	146714500	146714500	1	-	prmtr.70633	ENSG00000207156.1	NA
chr13	23726825	23726825	1	-	prmtr.70634	ENSG00000207157.1	NA
chr20	55361143	55361143	1	-	prmtr.70635	ENSG00000207158.1	NA
chr18	23946370	23946370	1	-	prmtr.70636	ENSG00000207160.1	NA
chr2	148229811	148229811	1	-	prmtr.70637	ENSG00000207161.1	NA
chr15	64963462	64963462	1	+	prmtr.70638	ENSG00000207162.1	NA
chr3	14572595	14572595	1	-	prmtr.70639	ENSG00000207163.1	NA
chr14	29370553	29370553	1	-	prmtr.70640	ENSG00000207164.1	NA
chrX	153628622	153628622	1	+	prmtr.70641	ENSG00000207165.1	NA
chr19	17973397	17973397	1	+	prmtr.70642	ENSG00000207166.1	NA
chr16	19023479	19023479	1	+	prmtr.70643	ENSG00000207167.1	NA
chr7	56128163	56128163	1	+	prmtr.70644	ENSG00000207168.1	NA
chr17	74333397	74333397	1	+	prmtr.70645	ENSG00000207169.1	NA
chr2	18764734	18764734	1	-	prmtr.70646	ENSG00000207170.1	NA
chr4	169392560	169392560	1	+	prmtr.70647	ENSG00000207171.1	NA
chr14	64097396	64097396	1	+	prmtr.70648	ENSG00000207172.1	NA
chr16	58117072	58117072	1	-	prmtr.70649	ENSG00000207173.1	NA
chr15	25326434	25326434	1	+	prmtr.70650	ENSG00000207174.1	NA
chrX	118557705	118557705	1	+	prmtr.70651	ENSG00000207175.1	NA
chr12	32549081	32549081	1	-	prmtr.70652	ENSG00000207176.1	NA
chr5	110020628	110020628	1	-	prmtr.70653	ENSG00000207177.1	NA
chr2	183738569	183738569	1	+	prmtr.70654	ENSG00000207178.1	NA
chr6	71892315	71892315	1	+	prmtr.70655	ENSG00000207180.1	NA
chr1	235291252	235291252	1	-	prmtr.70656	ENSG00000207181.1	NA
chr4	147501200	147501200	1	+	prmtr.70657	ENSG00000207182.1	NA
chr2	12551627	12551627	1	-	prmtr.70658	ENSG00000207183.1	NA
chr7	129601916	129601916	1	-	prmtr.70659	ENSG00000207184.1	NA
chr11	118464703	118464703	1	+	prmtr.70660	ENSG00000207185.1	NA
chr2	242524383	242524383	1	+	prmtr.70661	ENSG00000207186.1	NA
chr2	30410300	30410300	1	+	prmtr.70662	ENSG00000207187.1	NA
chr4	136236677	136236677	1	-	prmtr.70663	ENSG00000207188.1	NA
chr12	123833647	123833647	1	-	prmtr.70664	ENSG00000207189.1	NA
chr1	64494672	64494672	1	-	prmtr.70665	ENSG00000207190.1	NA
chr15	25307480	25307480	1	+	prmtr.70666	ENSG00000207191.1	NA
chr2	4992867	4992867	1	+	prmtr.70667	ENSG00000207192.1	NA
chr6	16232561	16232561	1	-	prmtr.70668	ENSG00000207193.1	NA
chr1	51048076	51048076	1	+	prmtr.70669	ENSG00000207194.1	NA
chr4	40828782	40828782	1	-	prmtr.70670	ENSG00000207195.1	NA
chr11	70551374	70551374	1	-	prmtr.70671	ENSG00000207196.1	NA
chr15	25322198	25322198	1	+	prmtr.70672	ENSG00000207197.1	NA
chr4	41115959	41115959	1	+	prmtr.70673	ENSG00000207198.1	NA
chr8	38876202	38876202	1	-	prmtr.70674	ENSG00000207199.1	NA
chr11	63737942	63737942	1	+	prmtr.70675	ENSG00000207200.1	NA
chr8	23934671	23934671	1	-	prmtr.70676	ENSG00000207201.1	NA
chrX	10550857	10550857	1	+	prmtr.70677	ENSG00000207202.1	NA
chr13	36841305	36841305	1	+	prmtr.70678	ENSG00000207203.1	NA
chr7	98392447	98392447	1	-	prmtr.70679	ENSG00000207204.1	NA
chr1	148605072	148605072	1	-	prmtr.70680	ENSG00000207205.1	NA
chr9	84340264	84340264	1	-	prmtr.70681	ENSG00000207206.1	NA
chr2	85661630	85661630	1	+	prmtr.70682	ENSG00000207207.1	NA
chr14	102269564	102269564	1	+	prmtr.70683	ENSG00000207208.1	NA
chr1	146892027	146892027	1	-	prmtr.70684	ENSG00000207209.1	NA
chr5	172479558	172479558	1	-	prmtr.70685	ENSG00000207210.1	NA
chr17	36387176	36387176	1	-	prmtr.70686	ENSG00000207212.1	NA
chr1	11060002	11060002	1	-	prmtr.70687	ENSG00000207213.1	NA
chr7	124287773	124287773	1	+	prmtr.70688	ENSG00000207214.1	NA
chr8	98370493	98370493	1	+	prmtr.70689	ENSG00000207215.1	NA
chr7	6056508	6056508	1	+	prmtr.70690	ENSG00000207217.1	NA
chr2	42084512	42084512	1	-	prmtr.70691	ENSG00000207218.1	NA
chrX	113193202	113193202	1	+	prmtr.70692	ENSG00000207220.1	NA
chr11	82752640	82752640	1	-	prmtr.70693	ENSG00000207221.1	NA
chr5	133835975	133835975	1	-	prmtr.70694	ENSG00000207222.1	NA
chr15	64945087	64945087	1	+	prmtr.70695	ENSG00000207223.1	NA
chr2	148165910	148165910	1	+	prmtr.70696	ENSG00000207225.1	NA
chr22	38287354	38287354	1	+	prmtr.70697	ENSG00000207227.1	NA
chr5	54336675	54336675	1	+	prmtr.70698	ENSG00000207229.1	NA
chr4	186337240	186337240	1	-	prmtr.70699	ENSG00000207231.1	NA
chr18	51748782	51748782	1	-	prmtr.70700	ENSG00000207233.1	NA
chr1	89282462	89282462	1	+	prmtr.70701	ENSG00000207234.1	NA
chr17	57338109	57338109	1	+	prmtr.70702	ENSG00000207235.1	NA
chr1	26290688	26290688	1	+	prmtr.70703	ENSG00000207237.1	NA
chr18	28962280	28962280	1	+	prmtr.70704	ENSG00000207240.1	NA
chr1	76253574	76253574	1	+	prmtr.70705	ENSG00000207241.1	NA
chr17	10761321	10761321	1	-	prmtr.70706	ENSG00000207242.1	NA
chr16	228553	228553	1	+	prmtr.70707	ENSG00000207243.1	NA
chr8	8819085	8819085	1	+	prmtr.70708	ENSG00000207244.1	NA
chr15	25351668	25351668	1	+	prmtr.70709	ENSG00000207245.1	NA
chr6	137255903	137255903	1	+	prmtr.70710	ENSG00000207247.1	NA
chr16	21653375	21653375	1	+	prmtr.70711	ENSG00000207248.1	NA
chr2	105349692	105349692	1	+	prmtr.70712	ENSG00000207249.1	NA
chr3	27307174	27307174	1	-	prmtr.70713	ENSG00000207251.1	NA
chr11	24477457	24477457	1	+	prmtr.70714	ENSG00000207252.1	NA
chr2	35696671	35696671	1	+	prmtr.70715	ENSG00000207255.1	NA
chr1	43457109	43457109	1	+	prmtr.70716	ENSG00000207256.1	NA
chr15	32576353	32576353	1	+	prmtr.70717	ENSG00000207257.1	NA
chr8	38601538	38601538	1	+	prmtr.70718	ENSG00000207258.1	NA
chr4	110913481	110913481	1	+	prmtr.70719	ENSG00000207260.1	NA
chr5	27111676	27111676	1	+	prmtr.70720	ENSG00000207261.1	NA
chr15	25327915	25327915	1	+	prmtr.70721	ENSG00000207263.1	NA
chr10	21610890	21610890	1	+	prmtr.70722	ENSG00000207264.1	NA
chr19	52762440	52762440	1	-	prmtr.70723	ENSG00000207265.1	NA
chr16	28009722	28009722	1	-	prmtr.70724	ENSG00000207266.1	NA
chr2	11374114	11374114	1	+	prmtr.70725	ENSG00000207267.1	NA
chr9	119943479	119943479	1	-	prmtr.70726	ENSG00000207268.1	NA
chr5	100068762	100068762	1	+	prmtr.70727	ENSG00000207269.1	NA
chr2	150467288	150467288	1	-	prmtr.70728	ENSG00000207270.1	NA
chr10	36915066	36915066	1	-	prmtr.70729	ENSG00000207271.1	NA
chr2	215711671	215711671	1	+	prmtr.70730	ENSG00000207274.1	NA
chr10	84100527	84100527	1	+	prmtr.70731	ENSG00000207275.1	NA
chr9	99018601	99018601	1	-	prmtr.70732	ENSG00000207276.1	NA
chr9	68408924	68408924	1	+	prmtr.70733	ENSG00000207277.1	NA
chr18	3894805	3894805	1	-	prmtr.70734	ENSG00000207278.1	NA
chr15	25339184	25339184	1	+	prmtr.70735	ENSG00000207279.1	NA
chr2	232321234	232321234	1	-	prmtr.70736	ENSG00000207280.1	NA
chr19	40845071	40845071	1	-	prmtr.70737	ENSG00000207281.1	NA
chr20	18094223	18094223	1	-	prmtr.70738	ENSG00000207282.1	NA
chr3	5127964	5127964	1	-	prmtr.70739	ENSG00000207283.1	NA
chr6	25287761	25287761	1	-	prmtr.70740	ENSG00000207286.1	NA
chr10	98502924	98502924	1	+	prmtr.70741	ENSG00000207287.1	NA
chr15	21950659	21950659	1	+	prmtr.70742	ENSG00000207289.1	NA
chr5	127706905	127706905	1	-	prmtr.70743	ENSG00000207290.1	NA
chrX	100889100	100889100	1	-	prmtr.70744	ENSG00000207291.1	NA
chr6	149952573	149952573	1	+	prmtr.70745	ENSG00000207292.1	NA
chr5	56465036	56465036	1	-	prmtr.70746	ENSG00000207293.1	NA
chr16	15244554	15244554	1	+	prmtr.70747	ENSG00000207294.1	NA
chr2	39111807	39111807	1	-	prmtr.70748	ENSG00000207295.1	NA
chr19	39287749	39287749	1	-	prmtr.70749	ENSG00000207296.1	NA
chr17	33900676	33900676	1	+	prmtr.70750	ENSG00000207297.1	NA
chr13	99677488	99677488	1	+	prmtr.70751	ENSG00000207298.1	NA
chr11	89851559	89851559	1	+	prmtr.70752	ENSG00000207299.1	NA
chr6	138105511	138105511	1	+	prmtr.70753	ENSG00000207300.1	NA
chr1	26203987	26203987	1	+	prmtr.70754	ENSG00000207302.1	NA
chr2	217216126	217216126	1	+	prmtr.70755	ENSG00000207303.1	NA
chr11	93465665	93465665	1	-	prmtr.70756	ENSG00000207304.1	NA
chr20	2433763	2433763	1	-	prmtr.70757	ENSG00000207305.1	NA
chr17	46274148	46274148	1	-	prmtr.70758	ENSG00000207306.1	NA
chr4	77453480	77453480	1	-	prmtr.70759	ENSG00000207307.1	NA
chr11	2342948	2342948	1	+	prmtr.70760	ENSG00000207308.1	NA
chr6	97097467	97097467	1	-	prmtr.70761	ENSG00000207309.1	NA
chr3	119060787	119060787	1	-	prmtr.70762	ENSG00000207310.1	NA
chr5	11027312	11027312	1	+	prmtr.70763	ENSG00000207312.1	NA
chr12	49061376	49061376	1	-	prmtr.70764	ENSG00000207313.1	NA
chr3	88480341	88480341	1	+	prmtr.70765	ENSG00000207316.1	NA
chr5	139399077	139399077	1	+	prmtr.70766	ENSG00000207317.1	NA
chr7	147528862	147528862	1	+	prmtr.70767	ENSG00000207318.1	NA
chr2	207565909	207565909	1	-	prmtr.70768	ENSG00000207319.1	NA
chrX	3559596	3559596	1	-	prmtr.70769	ENSG00000207320.1	NA
chr1	153304098	153304098	1	+	prmtr.70770	ENSG00000207321.1	NA
chr4	136917247	136917247	1	-	prmtr.70771	ENSG00000207322.1	NA
chr3	153189360	153189360	1	-	prmtr.70772	ENSG00000207323.1	NA
chr13	33337690	33337690	1	-	prmtr.70773	ENSG00000207325.1	NA
chr1	246589421	246589421	1	-	prmtr.70774	ENSG00000207326.1	NA
chr10	75288915	75288915	1	-	prmtr.70775	ENSG00000207327.1	NA
chr1	37669211	37669211	1	+	prmtr.70776	ENSG00000207328.1	NA
chr9	112086965	112086965	1	+	prmtr.70777	ENSG00000207329.1	NA
chr13	28402900	28402900	1	+	prmtr.70778	ENSG00000207330.1	NA
chr3	98627303	98627303	1	+	prmtr.70779	ENSG00000207331.1	NA
chrX	3525406	3525406	1	-	prmtr.70780	ENSG00000207332.1	NA
chr5	75005424	75005424	1	-	prmtr.70781	ENSG00000207333.1	NA
chr8	119988752	119988752	1	+	prmtr.70782	ENSG00000207334.1	NA
chr5	74021029	74021029	1	-	prmtr.70783	ENSG00000207336.1	NA
